id,created_at,source,original_text,clean_text,lang,favorite_count,retweet_count,original_author,hashtags,user_mentions,place,clean_tweet,compound,neg,neu,pos,sentiment
1.26e+18,2020-05-16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @business: Bill Gates will devote all of his philanthropic resources to taking on Covid-19,Bill Gates devote philanthropic resources taking Covid-19,en,0,22,bradleyacooper_,,business,"Texas, USA",bill gate devot philanthrop resourc take covid19,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-16,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@GOP @HouseGOP @SenateGOP 
12,469 people died from H1N1, and you called Obama incompetent.
2 people died from Ebola… https://t.co/PGqSSCwD9R",",469 people died H1N1 called Obama incompetent people died Ebola…",en,0,0,EdgeStays,,"GOP, HouseGOP, SenateGOP", USA,peopl die hn call obama incompet peopl die ebola,-0.8316,0.527,0.473,0.0,neg
1.26e+18,2020-05-16,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @MarketingMag: In April, Deakin’s department of marketing conducted a Zoom conference with a group of senior marketers and academics to…",In April Deakin ’ department marketing conducted Zoom conference group senior marketers academics to…,en,0,8,fmcmedia,,MarketingMag,Worldwide,april deakin depart market conduct zoom confer group senior market academ,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-16,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @AskAnshul: A child raised slogans of killing Modi, when his relative was cured of Covid-19 &amp; discharged from hospital in Indore.

Inste…",A child raised slogans killing Modi relative cured Covid-19 amp discharged hospital Indore Inste…,en,0,0,ImKiranSagar,,AskAnshul,India,child rais slogan kill modi rel cure covid19 discharg hospit indor inst,-0.6908,0.299,0.701,0.0,neg
1.26e+18,2020-05-16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @JuddLegum: IN 2018: Trump fired the US pandemic response team 

TODAY: The US has —

4.25% of the world's population

32% of the world'…",IN Trump fired US pandemic response team TODAY The US — 5 world 's population world'…,en,0,8,pamonfifth,,JuddLegum,"New York, NY",trump fire pandem respons team today world popul world,-0.34,0.231,0.769,0.0,neg
1.26e+18,2020-05-16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @CosechaMovement: In March, we launched the Undocumented Worker Fund to support families affected by the pandemic &amp; excluded from govern…",In March launched Undocumented Worker Fund support families affected pandemic amp excluded govern…,en,0,7,rosyeyes2,,CosechaMovement,,march launch undocu worker fund support famili affect pandem exclud govern,0.4019,0.0,0.787,0.213,pos
1.26e+18,2020-05-16,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @ljalan: Yogi Adityanath's Popularity Soars Among Bihar Migrants Amid COVID-19. ⁦@myogiadityanath⁩ has clearly handled the migrant issue…,Yogi Adityanath 's Popularity Soars Among Bihar Migrants Amid COVID-19 ⁦⁩ clearly handled migrant issue…,en,1,0,MajestyFAyodhya,,"ljalan, myogiadityanath",,yogi adityanath popular soar among bihar migrant amid covid19 clearli handl migrant issu,0.4215,0.0,0.811,0.189,pos
1.26e+18,2020-05-16,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@JerryLingle And as Dems try to find out what's up, GOP will say: ""They're still after Trump even while he's dealin… https://t.co/pef3IJhAJE",And Dems try find 's GOP say `` They 're still Trump even 's dealin…,en,0,0,HorseyDC,,JerryLingle,"Alexandria, VA",dem tri find gop say still trump even dealin,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-16,"<a href=""https://adomonline.com"" rel=""nofollow"">AdomOnlineDev</a>",GHS predicts challenges in tracing contacts of 12 new Covid- 19 cases in the North - https://t.co/Qun2dI6sul https://t.co/iFpmdzJJzR,GHS predicts challenges tracing contacts new Covid- cases North,en,0,84,Adomonline,,,,gh predict challeng trace contact new covid19 case north,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-16,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @IndiasMuslims: “Every front line worker must be respected,” says Kashmiri doctor who saved a COVID-19 patient by risking his life

Dr Z…",“ Every front line worker must respected ” says Kashmiri doctor saved COVID-19 patient risking life Dr Z…,en,0,0,WeIndiasMuslims,,IndiasMuslims,Reply to Pinned Tweet for F4F,everi front line worker must respect say kashmiri doctor save covid19 patient risk life dr ,0.6369,0.103,0.588,0.309,pos
1.26e+18,2020-05-16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Breaking911: BREAKING: Cornelius Haney, released in April from a Colorado prison due to COVID-19, arrested for murder of 21-year-old wo…",BREAKING Cornelius Haney released April Colorado prison due COVID-19 arrested murder -year-old wo…,en,0,2,Wflame2Wayne,,Breaking911,,break corneliu haney releas april colorado prison due covid19 arrest murder year old wo,-0.886,0.486,0.514,0.0,neg
1.26e+18,2020-05-16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @MayorofLondon: COVID-19 will fundamentally change the way we travel around our city.
 
That’s why today, @TfL and I are announcing our…",COVID-19 fundamentally change way travel around city That ’ today I announcing our…,en,0,1,tim_whitworth,,"MayorofLondon, TfL","London, UK",covid19 fundament chang way travel around citi today announc,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @CambridgeBRC: We are supporting TACTIC a new national #research trial for #COVID19 @CUH_NHS This exciting study will look at the immune…,We supporting TACTIC new national trial This exciting study look immune…,en,0,2963,StranksA,"research, COVID19","CambridgeBRC, CUH_NHS","Cambridge, England",support tactic new nation trial excit studi look immun,0.4019,0.0,0.748,0.252,pos
1.26e+18,2020-05-16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",My favorite part of this “covid-19 linked syndrome” is that the bottom of basically all the articles say that it is… https://t.co/930R7SwkDD,My favorite part “ covid-19 linked syndrome ” bottom basically articles say is…,en,0,0,triggertractor,,,,favorit part covid19 link syndrom bottom basic articl say,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-16,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SenKamalaHarris: This is what privilege looks like. For months, I've been pushing DOJ to release certain low-risk and vulnerable people…",This privilege looks like For months I 've pushing DOJ release certain low-risk vulnerable people…,en,0,0,ghcsupclerk19,,SenKamalaHarris,,privileg look like month push doj releas certain low risk vulner peopl,0.1027,0.25,0.476,0.274,pos
1.26e+18,2020-05-16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",B words think that making jokes about covid 19 is peak humor,B words think making jokes covid peak humor,en,0,186,abolishveganism,,,, word think make joke covid19 peak humor,0.5106,0.0,0.538,0.462,pos
1.26e+18,2020-05-16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@trickcyclistraf @SBTMitchell I go away to sort out dinner and then find you lot getting all COVID-19 on me!,I go away sort dinner find lot getting COVID-19,en,0,3,warmatters,,"trickcyclistraf, SBTMitchell",Silicon Valley,go away sort dinner find lot get covid19,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-16,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @CelestialKingd1: #HatmanofLondon Yeah... I struggled to #breath w/ #Covid_19 #mask. It makes my #glasses #foggy. I found this #cool mas…,Yeah ... I struggled w/ It makes I found mas…,en,0,4,GrantChito,"HatmanofLondon, breath, Covid_19, mask, glasses, foggy, cool",CelestialKingd1,"London, England",yeah struggl make found ma,0.296,0.0,0.645,0.355,pos
1.26e+18,2020-05-16,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @RedWingGrips: China gave us Fentanyl , radioactive drywall ,.Chinese student spies , toxic toothpaste and candy , contaminated baby for…",China gave us Fentanyl radioactive drywall .Chinese student spies toxic toothpaste candy contaminated baby for…,en,0,0,sockopal,,RedWingGrips,,china gave fentanyl radioact drywal chines student spi toxic toothpast candi contamin babi,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @TimRunsHisMouth: I must be missing the national coverage of states rolling back their COVID-19 death numbers because of initial misrepo…,I must missing national coverage states rolling back COVID-19 death numbers initial misrepo…,en,0,43,SethGuffey,,TimRunsHisMouth,Alaska,must miss nation coverag state roll back covid19 death number initi misrepo,-0.6369,0.348,0.57,0.082,neg
1.26e+18,2020-05-16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @HopkinsMedicine: Ebony Hunter, a pediatric emergency medicine physician at @AllChildrens, says she has become more protective of others…",Ebony Hunter pediatric emergency medicine physician says become protective others…,en,0,4,DrSatyaSaraswat,,"HopkinsMedicine, AllChildrens","Agra, Delhi.",eboni hunter pediatr emerg medicin physician say becom protect other,0.3818,0.0,0.776,0.224,pos
1.26e+18,2020-05-16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Independent: Russia asks Google to block article questioning country's official coronavirus death toll https://t.co/OqEmdZgQJg,Russia asks Google block article questioning country 's official coronavirus death toll,en,0,59,JohnWilkinspsyc,,Independent,"Hoylake, England",russia ask googl block articl question countri offici coronaviru death toll,-0.7783,0.43,0.57,0.0,neg
1.26e+18,2020-05-16,"<a href=""http://nuzzel.com/"" rel=""nofollow"">Nuzzel</a>","RT @annafifield: To tackle covid-19, Jacinda Ardern “approached this like a successful hedge-fund manager would, like someone who understan…",To tackle covid-19 Jacinda Ardern “ approached like successful hedge-fund manager would like someone understan…,en,0,3193,realJohnCurley,,annafifield,stump of the Liberty Tree,tackl covid19 jacinda ardern approach like success hedg fund manag would like someon understan,0.8271,0.0,0.558,0.442,pos
1.26e+18,2020-05-16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Mojahedineng: Weeks ago, senior Iranian regime officials issued orders for people to return to work despite warnings from their own low…",Weeks ago senior Iranian regime officials issued orders people return work despite warnings low…,en,0,1,FatemehF45,,Mojahedineng,London,week ago senior iranian regim offici issu order peopl return work despit warn low,-0.3612,0.226,0.774,0.0,neg
1.26e+18,2020-05-17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @JoeBiden: Behind every COVID-19 death is a family and a community that will never be the same.

Behind every unemployment claim is a li…",Behind every COVID-19 death family community never Behind every unemployment claim li…,en,0,122,donnisinmd,,JoeBiden,,behind everi covid19 death famili commun never behind everi unemploy claim li,-0.5994,0.262,0.738,0.0,neg
1.26e+18,2020-05-17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @alfonslopeztena: #CoronavirusDarwinAward World Contest — Daily confirmed COVID-19
deaths per million, rolling 7-day
average
May 17, 202…",World Contest — Daily confirmed COVID-19 deaths per million rolling -day average May …,en,0,374,DavidJonnees,CoronavirusDarwinAward,alfonslopeztena,Mexico City / LA / NY / UK,world contest daili confirm covid19 death per million roll day averag may,-0.5994,0.262,0.738,0.0,neg
1.26e+18,2020-05-17,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @tribelaw: Blaming the 80,000+ human beings who have been killed by Covid-19 for their fate is the most disgusting deflection yet from a…","Blaming ,000+ human beings killed Covid-19 fate disgusting deflection yet a…",en,0,372,apolloniusbeard,,tribelaw,"37.3317, -122.0307",blame human be kill covid19 fate disgust deflect yet,-0.9001,0.647,0.353,0.0,neg
1.26e+18,2020-05-17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Obaji_007: Even if we remain only 30 people on earth 🌍 after this Covid 19 .... That game ⚽️ between Bayern Munich And Chelsea must go…,Even remain people earth Covid ... That game ️ Bayern Munich And Chelsea must go…,en,0,48,izu_sylva,,Obaji_007,"Ontario, Canada",even remain peopl earth covid19 game bayern munich chelsea must go,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @NoreenAmore: BANGKOK: Shoppers flocked to Thailand's top-end malls on Sunday. In the main downtown shopping district, Central World tou…",BANGKOK Shoppers flocked Thailand 's top-end malls Sunday In main downtown shopping district Central World tou…,en,0,171,omaregenerator,,NoreenAmore,Beiruth/ Lebanon,bangkok shopper flock thailand top end mall sunday main downtown shop district central world tou,0.2023,0.0,0.886,0.114,pos
1.26e+18,2020-05-17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@TammyRoy72 @DIYNetwork You ever consider this was filmed before covid 19?Also if not could they've been tested?,You ever consider filmed covid Also could 've tested,en,0,0,stevenoshei,,"TammyRoy72, DIYNetwork","Buffalo, NY",ever consid film covid19 also could test,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @ThePubliusUSA: The WH is undertaking efforts to rehabilitate Donald Trump’s image. It cannot erase the endless video tape of grave erro…,The WH undertaking efforts rehabilitate Donald Trump ’ image It erase endless video tape grave erro…,en,0,1005,toschie,,ThePubliusUSA,"NY, NY",wh undertak effort rehabilit donald trump imag eras endless video tape grave erro,-0.3818,0.178,0.822,0.0,neg
1.26e+18,2020-05-17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @CBCAlerts: Ontario is reporting 340 new cases of COVID-19. The province has had a total of 22,653 cases, including 17,360 recoveries an…","Ontario reporting new cases COVID-19 The province total ,653 cases including ,360 recoveries an…",en,0,20,billksays,,CBCAlerts,"Guelph, Ontario",ontario report new case covid19 provinc total case includ recoveri,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @narendramodi: Thank you @POTUS @realDonaldTrump. 

This pandemic is being fought collectively by all of us. In such times, it’s always…",Thank This pandemic fought collectively us In times ’ always…,en,0,879,krpatel4426,,"narendramodi, POTUS, realDonaldTrump","Himatnagar, India",thank pandem fought collect time alway,0.0516,0.261,0.455,0.284,pos
1.26e+18,2020-05-17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @chiarazambrano: Doctors found that many more Filipinos have been dying of causes that look like COVID-19, but were never confirmed.

Th…",Doctors found many Filipinos dying causes look like COVID-19 never confirmed Th…,en,0,45,polyeto,,chiarazambrano,Kornistan,doctor found mani filipino die caus look like covid19 never confirm th,-0.34,0.238,0.61,0.152,neg
1.26e+18,2020-05-17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @itz_srk: Let’s assume there’s no Covid-19....
And you are given two tickets to go for a pilgrimage, who are you given the other ticket?…",Let ’ assume ’ Covid-19 ... And given two tickets go pilgrimage given ticket …,en,0,3425,amhusreey,,itz_srk,earth,let assum covid19 given two ticket go pilgrimag given ticket,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @jigneshmevani80: Bloody what the hell is going on?  Gunawant Makwana, a 70 year old Covid-19 patient was admitted at Ahmedabad Civil Ho…",Bloody hell going Gunawant Makwana year old Covid-19 patient admitted Ahmedabad Civil Ho…,en,0,168,aslamkhanbombay,,jigneshmevani80,𝗛𝗶𝗻𝗱𝘂𝘀𝘁𝗮𝗮𝗻,bloodi hell go gunaw makwana year old covid19 patient admit ahmedabad civil ho,-0.5859,0.264,0.632,0.103,neg
1.26e+18,2020-05-17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Along the way, he explains why ‘Buridan’s ass’ dies &amp; how Ulysses Grant, ""the most successful of civil war generals… https://t.co/R65DHbntLA",Along way elains ‘ Buridan ’ ass ’ dies amp Ulysses Grant `` successful civil war generals…,en,0,5,JaniceBrauner,,,,along way elain buridan as dy ulyss grant success civil war gener,0.3182,0.204,0.471,0.325,pos
1.26e+18,2020-05-17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I'm should be good to. My Cannabis Therapy game is established and strong😂🤣😂🤣😂

Scientists Explore Cannabis Extract… https://t.co/C6t0yLclEV",I 'm good My Cannabis Therapy game established strong🤣🤣 Scientists Elore Cannabis Extract…,en,0,3,wosewood,,,Dumbfukistan,good cannabi therapi game establish strong scientist elor cannabi extract,0.7351,0.0,0.563,0.437,pos
1.26e+18,2020-05-17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Mustafa_Y_Ali: GNRC GRASSROOTS ACTION: Crises  have a away of triggering actions and bringing communities together to address an emerge…,GNRC GRASSROOTS ACTION Crises away triggering actions bringing communities together address emerge…,en,0,483,Moricado,,Mustafa_Y_Ali,Tanzania,gnrc grassroot action crisi away trigger action bring commun togeth address emerg,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @OG_Advisors: Why COVID-19 Won't Crush Renewables https://t.co/YTo0umP2fT,Why COVID-19 Wo n't Crush Renewables,en,0,68,CapitaineJan,,OG_Advisors,"Toronto, Ontario🍁",covid19 crush renew,-0.1531,0.444,0.556,0.0,neg
1.26e+18,2020-05-17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @SheenaParish: “WHO offered me 20million dollars to put a little toxic in my Covid-19 remedy” – Madagascar President exposes WHO – Obrem…,“ WHO offered million dollars put little toxic Covid-19 remedy ” – Madagascar President ees WHO – Obrem…,en,0,78,centralnjmommy,,SheenaParish,"New Jersey, USA",offer million dollar put littl toxic covid19 remedi madagascar presid ee obrem,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","As of 17 May 2020, 12pm, 998 more cases of COVID-19 infection have been discharged from hospitals or community isol… https://t.co/W3sdu8Thy7",As May pm cases COVID-19 infection discharged hospitals community isol…,en,0,33,sporeMOH,,,Singapore,may pm case covid19 infect discharg hospit commun isol,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @FacesOfCOVID: Alan Twofoot, 51. He served in the Army for 28 years, and leaves behind 3 children &amp; 2 grandchildren.

“OK, so you can't…",Alan Twofoot He served Army years leaves behind children amp grandchildren “ OK can't…,en,0,114,roslynholcomb,,FacesOfCOVID,"Atlanta, GA",alan twofoot serv armi year leaf behind child grandchild ok,0.296,0.0,0.804,0.196,pos
1.26e+18,2020-05-17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @jrnaib2: If you look at all the problems this covid-19 bring up.
Like almajirci, oil price going down, lost of jobs.
Kwankwaso try to f…",If look problems covid-19 bring Like almajirci oil price going lost jobs Kwankwaso try f…,en,0,4,DokunOjomo,,jrnaib2,,look problem covid19 bring like almajirci oil price go lost job kwankwaso tri ,-0.3612,0.286,0.571,0.143,neg
1.26e+18,2020-05-17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @stoneman_o: Check out this drive-in church in California, USA due to Covid-19. I like how they respond hallelujah 😂😂 https://t.co/2JgIo…",Check drive-in church California USA due Covid-19 I like respond hallelujah,en,0,871,ManThapz,,stoneman_o,"Virginia, South Africa",check drive church california usa due covid19 like respond hallelujah,0.7579,0.0,0.552,0.448,pos
1.26e+18,2020-05-17,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Covid-19 lockdown: Need to move faster on relief, and split tourism sector https://t.co/jA65k0paSA via @TalkoftheTownEC",Covid-19 lockdown Need move faster relief split tourism sector via,en,0,549,TalkoftheTownEC,,TalkoftheTownEC,Port Alfred,covid19 lockdown need move faster relief split tourism sector via,0.4767,0.0,0.744,0.256,pos
1.26e+18,2020-05-17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @SheepDogSociety: If so many people are testing positive for COVID-19, then why aren't our hospitals packed with people fighting for the…",If many people testing positive COVID-19 n't hospitals packed people fighting the…,en,0,20,JohnnyWinkler10,,SheepDogSociety,United States,mani peopl test posit covid19 hospit pack peopl fight,-0.3818,0.245,0.755,0.0,neg
1.26e+18,2020-05-17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @WomenandSportCA: As sport organizations respond to the COVID-19 crisis, they must not backtrack on steps taken toward gender equity.  U…",As sport organizations respond COVID-19 crisis must backtrack steps taken toward gender equity U…,en,0,3,WeDoGymRight,,WomenandSportCA,"London, Ontario, Canada",sport organ respond covid19 crisi must backtrack step taken toward gender equiti ,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Atayeshe: #COVID19 is the greatest global public health crisis in a century. The World Health Organization is supporting countries with…,greatest global public health crisis century The World Health Organization supporting countries with…,en,0,0,mkubya2,COVID19,Atayeshe,Dar es salaam,greatest global public health crisi centuri world health organ support countri,0.7845,0.0,0.566,0.434,pos
1.26e+18,2020-05-18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @RealCandaceO: Never again should America allow the forceful suspension of our freedoms, in the name of false security. 

I believe the…",Never America allow forceful suspension freedoms name false security I believe the…,en,0,36,kristindm1,,RealCandaceO,,never america allow forc suspens freedom name fals secur believ,0.5475,0.12,0.577,0.303,pos
1.26e+18,2020-05-18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @GrrrGraphics: New #BenGarrisonCartoon for your #MondayMotivation Don't believe the Deep State/Democrat/Fakenews Phony Baloney!  #COVID1…,New Do n't believe Deep State/Democrat/Fakenews Phony Baloney …,en,0,1666,Tanfox13,"BenGarrisonCartoon, MondayMotivation",GrrrGraphics,PA,new believ deep state democrat fakenew phoni baloney,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-18,"<a href=""https://www.tyntk.com"" rel=""nofollow"">Retweet Bot McBotson</a>",RT @copontolife: Ireland's numbers compared to European countries of a similar population are shocking. More deaths than these seven countr…,Ireland 's numbers compared European countries similar population shocking More deaths seven countr…,en,0,0,ThingsYouNeed2K,,copontolife,,ireland number compar european countri similar popul shock death seven countr,-0.7351,0.411,0.506,0.082,neg
1.26e+18,2020-05-18,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @LGLizDowdeswell: On behalf of all Ontarians, we send our best wishes to Her Majesty The Queen on her official birthday in Canada. Let u…",On behalf Ontarians send best wishes Her Majesty The Queen official birthday Canada Let u…,en,0,302,DSProudfoot,,LGLizDowdeswell,"#Juba, South Sudan",behalf ontarian send best wish majesti queen offici birthday canada let ,0.7845,0.0,0.566,0.434,pos
1.26e+18,2020-05-18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Saj_PakPassion: Given the current challenges of international travel, the Cricket Committee has recommended that local match officials…",Given current challenges international travel Cricket Committee recommended local match officials…,en,0,0,Ohh_Shoot,,Saj_PakPassion,USR,given current challeng intern travel cricket committe recommend local match offici,0.3612,0.0,0.8,0.2,pos
1.26e+18,2020-05-18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Listen DJs need to come with that heat when outside open again. I’m trying dance like I’m f**kin on the dance floor… https://t.co/WGTCjFsSVh,Listen DJs need come heat outside open I ’ trying dance like I ’ f**kin dance floor…,en,0,8,iashamaee,,,NC,listen dj need come heat outsid open tri danc like kin danc floor,0.3612,0.0,0.828,0.172,pos
1.26e+18,2020-05-18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @JosefinaVidalF: Cuban Public Health Minister @japortalmiranda words to the #WHA73: #Cuba🇨🇺 reiterates to @WHO and its member states its…,Cuban Public Health Minister words 🇨🇺 reiterates member states its…,en,0,1,AmelieHabana86,"WHA73, Cuba","JosefinaVidalF, japortalmiranda, WHO",Cuba,cuban public health minist word reiter member state,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @pzfahad: Things are not well in #Kashmir. Now 19 cops test positive for #COVID__19 in Anantnag district. Also five doctors.,Things well Now cops test positive Anantnag district Also five doctors,en,0,14282,neenu_sonam,"Kashmir, COVID__19",pzfahad,Delhi,thing well cop test posit anantnag district also five doctor,0.2732,0.0,0.811,0.189,pos
1.26e+18,2020-05-18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @SasTheAss: TODAY!

Please help us give back to those affected by COVID 19 in the Haitian community by preordering a plate or simply don…",TODAY Please help us give back affected COVID Haitian community preordering plate simply don…,en,0,1,Sincerely_Teex,,SasTheAss,,today pleas help give back affect covid19 haitian commun preorder plate simpli,0.4019,0.0,0.803,0.197,pos
1.26e+18,2020-05-18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @MrMoeOthman: Corona Virus (COVID-19) was a weapon being used against all of humanity - but didn’t get to reach it’s actual potential &amp;…,Corona Virus COVID-19 weapon used humanity ’ get reach ’ actual potential amp …,en,0,7135,Bree30273444,,MrMoeOthman,,corona viru covid19 weapon use human get reach actual potenti,-0.2732,0.195,0.708,0.097,neg
1.26e+18,2020-05-18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @SkyNews: Coronavirus: China pledges £1.6bn to tackle COVID-19 https://t.co/1OWODQ89eV,Coronavirus China pledges £1.6bn tackle COVID-19,en,0,82,shabs_i_r,,SkyNews,"Johannesburg, South Africa",coronaviru china pledg bn tackl covid19,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @BBhuttoZardari: Say a prayer for our doctors, nurses, paramedics, healthcare workers &amp; frontline warriors vs #COVID19. They risk their…",Say prayer doctors nurses paramedics healthcare workers amp frontline warriors vs They risk their…,en,0,0,NazishMh,COVID19,BBhuttoZardari,Pakistan,say prayer doctor nurs paramed healthcar worker frontlin warrior risk,-0.2732,0.189,0.811,0.0,neg
1.26e+18,2020-05-18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @ashoswai: Where are all the Prime Ministerial Candidates regularly promoted by 'liberal' media and its favorite commentators as possibl…,Where Prime Ministerial Candidates regularly promoted 'liberal media favorite commentators possibl…,en,0,402,ShikhoAhmed08,,ashoswai,Kolkata West Bengal,prime ministeri candid regularli promot liber medium favorit comment possibl,0.0,0.0,1.0,0.0,neu
1.26e+18,2020-05-18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @QAnonNotables: 116 nations now back Australia’s push for a COVID-19 inquiry. 
https://t.co/5Jz0UpJ084",nations back Australia ’ push COVID-19 inquiry,en,0,720,GerardoSaavedra,,QAnonNotables,,nation back australia push covid19 inquiri,0.0,0.0,1.0,0.0,neu
